job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1197,Marketing Manager,"IN, DEL, Delhi",IT,,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,0,Full-time,Entry level,Bachelor's Degree,,Administrative,0
1198,Urgent Hiring Admin,"US, NY, New York",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,1,0,Part-time,Associate,Bachelor's Degree,Marketing,Administrative,0
1199,Work From Home Specialist,"US, CA, Los Angeles",Sales,,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,Part-time,Entry level,Bachelor's Degree,Financial Services,Administrative,1
1200,Work From Home Specialist,"PK, LHR, Lahore",,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Full-time,Mid-Senior level,High School or equivalent,Information Technology,Sales,0
1201,Data Entry Clerk,"IN, DEL, Delhi",Admin,,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Administrative,0
1202,Data Entry Clerk,"US, NY, New York",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,0,,Mid-Senior level,,Information Technology,,0
1203,Software Engineer,"US, CA, Los Angeles",Admin,100000-120000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,Full-time,Associate,Bachelor's Degree,Marketing,Engineering,1
1204,Work From Home Specialist,"US, CA, Los Angeles",Admin,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,1,1,Full-time,Associate,High School or equivalent,Financial Services,,0
1205,Marketing Manager,"US, CA, Los Angeles",,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Contract,Associate,Bachelor's Degree,,Sales,0
1206,Software Engineer,"US, NY, New York",,1000-2000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,0,Part-time,Associate,Bachelor's Degree,,,0
1207,Marketing Manager,"US, NY, New York",Sales,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Contract,Mid-Senior level,High School or equivalent,Marketing,,0
1208,Software Engineer,"IN, DEL, Delhi",,1000-2000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,,1,0,0,Full-time,Mid-Senior level,High School or equivalent,,Sales,0
1209,Data Entry Clerk,"US, NY, New York",IT,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,0,1,,Mid-Senior level,,Marketing,Sales,0
1210,Customer Service Rep,"US, NY, New York",Admin,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,Part-time,Associate,Bachelor's Degree,Financial Services,,0
1211,Urgent Hiring Admin,"PK, LHR, Lahore",IT,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,0,0,,Entry level,High School or equivalent,Financial Services,Engineering,0
1212,Customer Service Rep,"US, NY, New York",IT,1000-2000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,0,Contract,Associate,High School or equivalent,,Engineering,0
1213,Software Engineer,"US, NY, New York",Admin,100000-120000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,,1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,,Administrative,0
1214,Customer Service Rep,"PK, LHR, Lahore",Customer Care,,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,1,Part-time,Entry level,Bachelor's Degree,Marketing,,0
1215,Marketing Manager,"PK, LHR, Lahore",Sales,100000-120000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,0,1,0,Full-time,Entry level,,Information Technology,Engineering,0
1216,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,1,Full-time,,,,Sales,0
1217,Customer Service Rep,"IN, DEL, Delhi",Sales,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,0,Contract,Mid-Senior level,High School or equivalent,Information Technology,Sales,0
1218,Work From Home Specialist,"US, NY, New York",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Part-time,Associate,,Marketing,,0
1219,Work From Home Specialist,"US, NY, New York",,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,,Mid-Senior level,High School or equivalent,Marketing,Sales,0
1220,Software Engineer,"PK, LHR, Lahore",Customer Care,100000-120000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,Part-time,Entry level,Bachelor's Degree,Information Technology,Administrative,0
1221,Urgent Hiring Admin,"PK, LHR, Lahore",Admin,100000-120000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Part-time,Entry level,High School or equivalent,Marketing,Sales,0
1222,Customer Service Rep,"US, CA, Los Angeles",IT,1000-2000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,0,Full-time,,Bachelor's Degree,Information Technology,Sales,0
1223,Data Entry Clerk,"PK, LHR, Lahore",,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,0,Part-time,Entry level,,Information Technology,Sales,0
1224,Marketing Manager,"US, NY, New York",Customer Care,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,1,Part-time,,Bachelor's Degree,,,0
1225,Data Entry Clerk,"PK, LHR, Lahore",Sales,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,Part-time,Associate,,Financial Services,Sales,0
1226,Marketing Manager,"US, CA, Los Angeles",Admin,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,0,Contract,Entry level,,Financial Services,Engineering,0
1227,Data Entry Clerk,"US, NY, New York",,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,Part-time,,High School or equivalent,Financial Services,Sales,0
1228,Urgent Hiring Admin,"US, NY, New York",Customer Care,100000-120000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology,Sales,0
1229,Data Entry Clerk,"US, CA, Los Angeles",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,1,Part-time,Entry level,High School or equivalent,Financial Services,Engineering,0
1230,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,,Mid-Senior level,Bachelor's Degree,Information Technology,Sales,0
1231,Data Entry Clerk,"US, NY, New York",Customer Care,50000-70000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,0,,Entry level,,Marketing,Administrative,1
1232,Customer Service Rep,"IN, DEL, Delhi",Admin,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,0,,,High School or equivalent,,Sales,0
1233,Urgent Hiring Admin,"US, NY, New York",Admin,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,1,Full-time,Entry level,,Information Technology,Administrative,0
1234,Urgent Hiring Admin,"IN, DEL, Delhi",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,0,1,Contract,Associate,,,Administrative,0
1235,Data Entry Clerk,"IN, DEL, Delhi",IT,1000-2000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,Full-time,,,Information Technology,Sales,0
1236,Marketing Manager,"PK, LHR, Lahore",Sales,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Contract,Entry level,Bachelor's Degree,Information Technology,Engineering,0
1237,Data Entry Clerk,"US, NY, New York",Admin,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,1,0,1,,Mid-Senior level,Bachelor's Degree,Marketing,Sales,0
1238,Work From Home Specialist,"US, NY, New York",Customer Care,,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0
1239,Software Engineer,"US, NY, New York",Sales,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,,Mid-Senior level,High School or equivalent,Information Technology,,0
1240,Customer Service Rep,"US, CA, Los Angeles",IT,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,0,Full-time,,,Marketing,Sales,0
1241,Customer Service Rep,"IN, DEL, Delhi",IT,,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,1,0,Contract,Associate,Bachelor's Degree,Marketing,Engineering,0
1242,Work From Home Specialist,"PK, LHR, Lahore",Sales,50000-70000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,Part-time,Entry level,Bachelor's Degree,,Administrative,0
1243,Marketing Manager,"US, CA, Los Angeles",Sales,100000-120000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,,Mid-Senior level,,Marketing,,0
1244,Work From Home Specialist,"US, NY, New York",,1000-2000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,1,Part-time,Associate,High School or equivalent,Financial Services,Administrative,0
1245,Customer Service Rep,"US, NY, New York",IT,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,Full-time,Entry level,,,Engineering,0
1246,Customer Service Rep,"US, CA, Los Angeles",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,0,Part-time,Mid-Senior level,High School or equivalent,Financial Services,Sales,0
1247,Urgent Hiring Admin,"PK, LHR, Lahore",Customer Care,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,,0,0,1,,Mid-Senior level,High School or equivalent,Marketing,Sales,0
1248,Urgent Hiring Admin,"PK, LHR, Lahore",,,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,,1,1,1,Contract,Mid-Senior level,,,Administrative,0
1249,Work From Home Specialist,"IN, DEL, Delhi",IT,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,0,Part-time,Associate,,,Sales,0
1250,Data Entry Clerk,"US, CA, Los Angeles",IT,50000-70000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,,1,1,1,Full-time,,Bachelor's Degree,Information Technology,Engineering,0
1251,Software Engineer,"US, CA, Los Angeles",IT,,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,0,Part-time,Entry level,High School or equivalent,Marketing,Engineering,0
1252,Work From Home Specialist,"PK, LHR, Lahore",,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,1,1,,Mid-Senior level,High School or equivalent,Marketing,Administrative,0
1253,Marketing Manager,"IN, DEL, Delhi",Sales,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,Part-time,Entry level,,Information Technology,Sales,0
1254,Software Engineer,"US, CA, Los Angeles",IT,,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,1,Part-time,Entry level,Bachelor's Degree,Financial Services,Engineering,0
1255,Data Entry Clerk,"US, NY, New York",IT,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,1,0,0,,Mid-Senior level,Bachelor's Degree,,,0
1256,Urgent Hiring Admin,"US, CA, Los Angeles",,50000-70000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,Full-time,Mid-Senior level,High School or equivalent,Financial Services,Engineering,0
1257,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Contract,Mid-Senior level,,Marketing,Engineering,0
1258,Software Engineer,"PK, LHR, Lahore",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Full-time,Mid-Senior level,High School or equivalent,,Engineering,0
1259,Data Entry Clerk,"IN, DEL, Delhi",Admin,,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,1,,Associate,High School or equivalent,Marketing,Sales,0
1260,Work From Home Specialist,"US, CA, Los Angeles",Admin,,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Part-time,Associate,High School or equivalent,,Administrative,0
1261,Customer Service Rep,"IN, DEL, Delhi",,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology,Engineering,0
1262,Data Entry Clerk,"US, CA, Los Angeles",IT,100000-120000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,1,1,Contract,Mid-Senior level,High School or equivalent,Marketing,Sales,0
1263,Urgent Hiring Admin,"IN, DEL, Delhi",Sales,1000-2000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,1,1,0,Contract,Mid-Senior level,,Financial Services,,0
1264,Work From Home Specialist,"IN, DEL, Delhi",Admin,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,0,Contract,Entry level,,Information Technology,,0
1265,Data Entry Clerk,"IN, DEL, Delhi",IT,100000-120000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,0,,Associate,High School or equivalent,Marketing,Administrative,0
1266,Data Entry Clerk,"IN, DEL, Delhi",,,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,0,0,1,Part-time,Mid-Senior level,,,Administrative,0
1267,Data Entry Clerk,"US, NY, New York",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,1,Part-time,,,,,0
1268,Software Engineer,"US, CA, Los Angeles",Admin,,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,1,Full-time,Entry level,,Information Technology,,1
1269,Software Engineer,"PK, LHR, Lahore",,,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,,0,1,0,Full-time,Entry level,Bachelor's Degree,,Engineering,0
1270,Marketing Manager,"IN, DEL, Delhi",Sales,100000-120000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,0,,Mid-Senior level,High School or equivalent,Financial Services,Engineering,0
1271,Marketing Manager,"PK, LHR, Lahore",,,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,1,1,0,Full-time,,Bachelor's Degree,Information Technology,,0
1272,Customer Service Rep,"US, NY, New York",Sales,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,Full-time,Mid-Senior level,,Marketing,Engineering,0
1273,Customer Service Rep,"US, CA, Los Angeles",,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,,1,1,0,Contract,Associate,High School or equivalent,,Engineering,0
1274,Data Entry Clerk,"US, NY, New York",,,Immediate opening! Send bank details for equipment processing.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,0,,Associate,Bachelor's Degree,Financial Services,,0
1275,Marketing Manager,"US, NY, New York",IT,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,0,1,0,Full-time,Associate,High School or equivalent,Marketing,Administrative,0
1276,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,1000-2000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,1,,Entry level,Bachelor's Degree,Financial Services,,0
1277,Software Engineer,"US, CA, Los Angeles",IT,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,1,Full-time,Mid-Senior level,,Financial Services,Administrative,1
1278,Marketing Manager,"US, NY, New York",IT,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,0,1,Full-time,Associate,,,Sales,0
1279,Software Engineer,"US, NY, New York",,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,1,1,0,Part-time,Entry level,High School or equivalent,,,0
1280,Data Entry Clerk,"PK, LHR, Lahore",,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,,0,0,0,Full-time,,,Financial Services,Administrative,0
1281,Software Engineer,"US, CA, Los Angeles",Customer Care,,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Contract,Entry level,High School or equivalent,Marketing,Engineering,0
1282,Urgent Hiring Admin,"IN, DEL, Delhi",,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,,Mid-Senior level,High School or equivalent,Information Technology,Administrative,0
1283,Data Entry Clerk,"IN, DEL, Delhi",,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,0,1,1,Full-time,,High School or equivalent,,Administrative,0
1284,Data Entry Clerk,"US, NY, New York",IT,50000-70000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,1,,Entry level,,,Sales,0
1285,Urgent Hiring Admin,"US, NY, New York",,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",,1,1,0,Contract,Associate,,Marketing,Engineering,0
1286,Data Entry Clerk,"IN, DEL, Delhi",IT,,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,0,,Associate,High School or equivalent,Financial Services,Engineering,0
1287,Software Engineer,"US, CA, Los Angeles",IT,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,0,1,0,Part-time,,Bachelor's Degree,Marketing,Engineering,0
1288,Software Engineer,"PK, LHR, Lahore",,,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,0,0,Full-time,,Bachelor's Degree,Information Technology,Sales,0
1289,Work From Home Specialist,"US, CA, Los Angeles",Customer Care,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,1,0,0,Part-time,Entry level,,Information Technology,Administrative,0
1290,Marketing Manager,"US, NY, New York",Sales,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,0,0,Part-time,Entry level,Bachelor's Degree,,,0
1291,Software Engineer,"IN, DEL, Delhi",Sales,1000-2000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,,1,0,1,Contract,Entry level,,Marketing,Sales,0
1292,Work From Home Specialist,"PK, LHR, Lahore",Admin,,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,1,Part-time,Mid-Senior level,Bachelor's Degree,,Administrative,0
1293,Data Entry Clerk,"PK, LHR, Lahore",Admin,,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,,0,0,1,Full-time,,,Information Technology,Engineering,0
1294,Customer Service Rep,"PK, LHR, Lahore",IT,,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Full-time,Mid-Senior level,,Marketing,Administrative,0
1295,Work From Home Specialist,"IN, DEL, Delhi",IT,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",,1,0,0,Contract,Entry level,,Financial Services,,1
1296,Marketing Manager,"IN, DEL, Delhi",,100000-120000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,Weekly cash bonuses.,0,1,0,Part-time,Entry level,High School or equivalent,Information Technology,Engineering,0
1297,Software Engineer,"PK, LHR, Lahore",Customer Care,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,,0,1,1,,Mid-Senior level,Bachelor's Degree,Information Technology,Engineering,0
1298,Data Entry Clerk,"IN, DEL, Delhi",Admin,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,0,,Entry level,High School or equivalent,Marketing,Administrative,0
1299,Urgent Hiring Admin,"US, NY, New York",,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,1,0,Full-time,Mid-Senior level,,,Sales,0
